Sample in Buffer	Sample in Window	DataPort[0]	DataPort[1]	DataPort[2]	DataPort[3]	DataPort[4]	DataPort[5]	DataPort[6]	DataPort[7]	DataPort[8]	DataPort[9]	DataPort[10]	DataPort[11]	DataPort[12]	DataPort[13]	DataPort[14]	DataPort[15]	DataPort[16]	DataPort[17]	DataPort[18]	DataPort[19]	DataPort[20]	DataPort[21]	DataPort[22]	DataPort[23]	DataPort[24]	DataPort[25]	DataPort[26]	DataPort[27]	DataPort[28]	DataPort[29]	DataPort[30]	DataPort[31]	DataPort[32]	DataPort[33]	DataPort[34]	DataPort[35]	DataPort[36]	DataPort[37]	DataPort[38]	DataPort[39]	man_rst	arst	reset	pma_reset	man_daq_tx_dis	daq_tx_dis	txreset	TXD_VLD	TX_ACK	pcs_rst	man_control	txrate_done	man_daq_rate	DataPort[53]	DataPort[54]	DataPort[55]	DataPort[56]	DataPort[57]	DataPort[58]	DataPort[59]	word_clk_sel	plllock_i	DataPort[62]	DataPort[63]	L1A_MATCH	DataPort[65]	JDAQ_RATE	RATE_1_25	RATE_3_2	daq_rate	DataPort[70]	DataPort[71]	DataPort[72]	DataPort[73]	crc_dv	clr_crc	crc_calc	crc_vld1_i	crc_vld2_i	DataPort[79]	DataPort[80]	DataPort[81]	DataPort[82]	DataPort[83]	DataPort[84]	DataPort[85]	DataPort[86]	DataPort[87]	cdv_init	div_clk_rst	DataPort[90]	DataPort[91]	DataPort[92]	DataPort[93]	DataPort[94]	DataPort[95]	DataPort[96]	DataPort[97]	DataPort[98]	DataPort[99]	DataPort[100]	DataPort[101]	DataPort[102]	DataPort[103]	DataPort[104]	DataPort[105]	DataPort[106]	DataPort[107]	DataPort[108]	DataPort[109]	DataPort[110]	DataPort[111]	DataPort[112]	DataPort[113]	DataPort[114]	DataPort[115]	DataPort[116]	DataPort[117]	DataPort[118]	DataPort[119]	DataPort[120]	DataPort[121]	DataPort[122]	DataPort[123]	DataPort[124]	DataPort[125]	DataPort[126]	DataPort[127]	DataPort[128]	DataPort[129]	crc_i	dqrt_state	frm_state	mgt_tx_data_i	pkt_len	pkt_len_reg	ref_clk_sel	rom_addr	txcharisk_i	TXD	txrate_sel
521	521	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	59E0	7	2	4400	203	320	0	4	0	4422	2	
522	522	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	B908	7	2	4413	204	320	0	4	0	4402	2	
523	523	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	AFC7	7	2	4422	205	320	0	4	0	4428	2	
524	524	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	BE16	7	2	4402	206	320	0	4	0	43F7	2	
525	525	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	F114	7	2	4428	207	320	0	4	0	440C	2	
526	526	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0815	7	2	43F7	208	320	0	4	0	440B	2	
527	527	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	5852	7	2	440C	209	320	0	4	0	441D	2	
528	528	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	F788	7	2	440B	20A	320	0	4	0	4407	2	
529	529	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	5674	7	2	441D	20B	320	0	4	0	441F	2	
530	530	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	7E71	7	2	4407	20C	320	0	4	0	4407	2	
531	531	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	2154	7	2	441F	20D	320	0	4	0	4410	2	
532	532	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	F399	7	2	4407	20E	320	0	4	0	4401	2	
533	533	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	DCD6	7	2	4410	20F	320	0	4	0	4428	2	
534	534	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	68FE	7	2	4401	210	320	0	4	0	4418	2	
535	535	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1F44	7	2	4428	211	320	0	4	0	4424	2	
536	536	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	8A01	7	2	4418	212	320	0	4	0	43F5	2	
537	537	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	94CF	7	2	4424	213	320	0	4	0	4411	2	
538	538	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	FB0B	7	2	43F5	214	320	0	4	0	4414	2	
539	539	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	6ACD	7	2	4411	215	320	0	4	0	442B	2	
540	540	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	9C07	7	2	4414	216	320	0	4	0	4410	2	
541	541	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	59A4	7	2	442B	217	320	0	4	0	4420	2	
542	542	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	EF3B	7	2	4410	218	320	0	4	0	43FF	2	
543	543	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	9246	7	2	4420	219	320	0	4	0	440D	2	
544	544	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	C2FF	7	2	43FF	21A	320	0	4	0	4401	2	
545	545	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	C53D	7	2	440D	21B	320	0	4	0	442A	2	
546	546	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	EAE2	7	2	4401	21C	320	0	4	0	4417	2	
547	547	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	570D	7	2	442A	21D	320	0	4	0	441A	2	
548	548	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	CECB	7	2	4417	21E	320	0	4	0	45BC	2	
549	549	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	6782	7	2	441A	21F	320	0	4	0	45E9	2	
550	550	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	BABA	7	2	45BC	220	320	0	4	0	45E8	2	
551	551	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	D014	7	2	45E9	221	320	0	4	0	45ED	2	
552	552	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	CB96	7	2	45E8	222	320	0	4	0	45EC	2	
553	553	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	2966	7	2	45ED	223	320	0	4	0	45FA	2	
554	554	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	6493	7	2	45EC	224	320	0	4	0	4405	2	
555	555	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	C782	7	2	45FA	225	320	0	4	0	4410	2	
556	556	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	7551	7	2	4405	226	320	0	4	0	440E	2	
557	557	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	2541	7	2	4410	227	320	0	4	0	4420	2	
558	558	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	34F3	7	2	440E	228	320	0	4	0	440D	2	
559	559	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	A87A	7	2	4420	229	320	0	4	0	4423	2	
560	560	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	C152	7	2	440D	22A	320	0	4	0	43F8	2	
561	561	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	278C	7	2	4423	22B	320	0	4	0	4401	2	
562	562	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	D29C	7	2	43F8	22C	320	0	4	0	4413	2	
563	563	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	BB45	7	2	4401	22D	320	0	4	0	442F	2	
564	564	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	9AF1	7	2	4413	22E	320	0	4	0	440D	2	
